image,label
images/18525.jpg,malus_pumila
images/18526.jpg,magnolia_acuminata
images/18527.jpg,pinus_wallichiana
images/18528.jpg,liriodendron_tulipifera
images/18529.jpg,prunus_virginiana
images/18530.jpg,chamaecyparis_pisifera
images/18531.jpg,maclura_pomifera
images/18532.jpg,taxodium_distichum
images/18533.jpg,gleditsia_triacanthos
images/18534.jpg,metasequoia_glyptostroboides
images/18535.jpg,larix_decidua
images/18536.jpg,pseudolarix_amabilis
images/18537.jpg,pinus_thunbergii
images/18538.jpg,quercus_macrocarpa
images/18539.jpg,pinus_bungeana
images/18540.jpg,pinus_taeda
images/18541.jpg,juglans_cinerea
images/18542.jpg,quercus_cerris
images/18543.jpg,chionanthus_virginicus
images/18544.jpg,prunus_serotina
images/18545.jpg,cedrus_atlantica
images/18546.jpg,quercus_velutina
images/18547.jpg,quercus_robur
images/18548.jpg,larix_decidua
images/18549.jpg,pinus_thunbergii
images/18550.jpg,larix_decidua
images/18551.jpg,juglans_cinerea
images/18552.jpg,cercis_canadensis
images/18553.jpg,chionanthus_retusus
images/18554.jpg,zelkova_serrata
images/18555.jpg,populus_grandidentata
images/18556.jpg,magnolia_denudata
images/18557.jpg,quercus_acutissima
images/18558.jpg,cedrus_deodara
images/18559.jpg,quercus_stellata
images/18560.jpg,malus_baccata
images/18561.jpg,magnolia_tripetala
images/18562.jpg,zelkova_serrata
images/18563.jpg,picea_orientalis
images/18564.jpg,ulmus_parvifolia
images/18565.jpg,carya_ovata
images/18566.jpg,quercus_velutina
images/18567.jpg,koelreuteria_paniculata
images/18568.jpg,staphylea_trifolia
images/18569.jpg,chamaecyparis_thyoides
images/18570.jpg,staphylea_trifolia
images/18571.jpg,quercus_nigra
images/18572.jpg,populus_grandidentata
images/18573.jpg,eucommia_ulmoides
images/18574.jpg,pinus_wallichiana
images/18575.jpg,pyrus_calleryana
images/18576.jpg,magnolia_virginiana
images/18577.jpg,juglans_cinerea
images/18578.jpg,pinus_pungens
images/18579.jpg,liriodendron_tulipifera
images/18580.jpg,pseudolarix_amabilis
images/18581.jpg,celtis_tenuifolia
images/18582.jpg,salix_caroliniana
images/18583.jpg,cedrus_atlantica
images/18584.jpg,quercus_muehlenbergii
images/18585.jpg,quercus_montana
images/18586.jpg,ulmus_parvifolia
images/18587.jpg,acer_pensylvanicum
images/18588.jpg,maclura_pomifera
images/18589.jpg,juglans_cinerea
images/18590.jpg,juglans_cinerea
images/18591.jpg,malus_pumila
images/18592.jpg,pinus_thunbergii
images/18593.jpg,quercus_montana
images/18594.jpg,catalpa_bignonioides
images/18595.jpg,magnolia_macrophylla
images/18596.jpg,crataegus_pruinosa
images/18597.jpg,picea_orientalis
images/18598.jpg,platanus_occidentalis
images/18599.jpg,juglans_cinerea
images/18600.jpg,crataegus_crus-galli
images/18601.jpg,ulmus_rubra
images/18602.jpg,magnolia_grandiflora
images/18603.jpg,prunus_virginiana
images/18604.jpg,catalpa_bignonioides
images/18605.jpg,quercus_marilandica
images/18606.jpg,liriodendron_tulipifera
images/18607.jpg,celtis_occidentalis
images/18608.jpg,quercus_montana
images/18609.jpg,pseudolarix_amabilis
images/18610.jpg,magnolia_macrophylla
images/18611.jpg,quercus_bicolor
images/18612.jpg,juglans_cinerea
images/18613.jpg,populus_deltoides
images/18614.jpg,asimina_triloba
images/18615.jpg,pinus_bungeana
images/18616.jpg,carya_cordiformis
images/18617.jpg,magnolia_macrophylla
images/18618.jpg,juglans_cinerea
images/18619.jpg,juglans_cinerea
images/18620.jpg,acer_saccharum
images/18621.jpg,cercidiphyllum_japonicum
images/18622.jpg,ulmus_parvifolia
images/18623.jpg,diospyros_virginiana
images/18624.jpg,aesculus_pavi
images/18625.jpg,quercus_bicolor
images/18626.jpg,picea_pungens
images/18627.jpg,crataegus_laevigata
images/18628.jpg,larix_decidua
images/18629.jpg,quercus_montana
images/18630.jpg,pinus_strobus
images/18631.jpg,castanea_dentata
images/18632.jpg,fraxinus_nigra
images/18633.jpg,picea_abies
images/18634.jpg,populus_grandidentata
images/18635.jpg,acer_platanoides
images/18636.jpg,magnolia_stellata
images/18637.jpg,carpinus_betulus
images/18638.jpg,koelreuteria_paniculata
images/18639.jpg,metasequoia_glyptostroboides
images/18640.jpg,crataegus_pruinosa
images/18641.jpg,salix_caroliniana
images/18642.jpg,ulmus_pumila
images/18643.jpg,acer_saccharinum
images/18644.jpg,magnolia_grandiflora
images/18645.jpg,pinus_wallichiana
images/18646.jpg,pinus_wallichiana
images/18647.jpg,quercus_imbricaria
images/18648.jpg,aesculus_pavi
images/18649.jpg,quercus_virginiana
images/18650.jpg,cedrus_deodara
images/18651.jpg,pinus_peucea
images/18652.jpg,castanea_dentata
images/18653.jpg,larix_decidua
images/18654.jpg,magnolia_macrophylla
images/18655.jpg,crataegus_viridis
images/18656.jpg,picea_orientalis
images/18657.jpg,larix_decidua
images/18658.jpg,pinus_cembra
images/18659.jpg,evodia_daniellii
images/18660.jpg,platanus_occidentalis
images/18661.jpg,pinus_thunbergii
images/18662.jpg,pinus_rigida
images/18663.jpg,cedrus_libani
images/18664.jpg,quercus_stellata
images/18665.jpg,pseudolarix_amabilis
images/18666.jpg,pinus_koraiensis
images/18667.jpg,cladrastis_lutea
images/18668.jpg,cedrus_deodara
images/18669.jpg,juglans_cinerea
images/18670.jpg,salix_caroliniana
images/18671.jpg,aesculus_flava
images/18672.jpg,maclura_pomifera
images/18673.jpg,carya_tomentosa
images/18674.jpg,juglans_cinerea
images/18675.jpg,fraxinus_nigra
images/18676.jpg,picea_orientalis
images/18677.jpg,juglans_cinerea
images/18678.jpg,malus_baccata
images/18679.jpg,acer_saccharum
images/18680.jpg,zelkova_serrata
images/18681.jpg,acer_saccharum
images/18682.jpg,pinus_taeda
images/18683.jpg,acer_palmatum
images/18684.jpg,malus_pumila
images/18685.jpg,cedrus_atlantica
images/18686.jpg,populus_deltoides
images/18687.jpg,abies_concolor
images/18688.jpg,chionanthus_virginicus
images/18689.jpg,pinus_wallichiana
images/18690.jpg,quercus_montana
images/18691.jpg,abies_nordmanniana
images/18692.jpg,castanea_dentata
images/18693.jpg,asimina_triloba
images/18694.jpg,ulmus_pumila
images/18695.jpg,juglans_cinerea
images/18696.jpg,pinus_rigida
images/18697.jpg,juglans_cinerea
images/18698.jpg,paulownia_tomentosa
images/18699.jpg,larix_decidua
images/18700.jpg,metasequoia_glyptostroboides
images/18701.jpg,prunus_serotina
images/18702.jpg,castanea_dentata
images/18703.jpg,juglans_cinerea
images/18704.jpg,cedrus_atlantica
images/18705.jpg,larix_decidua
images/18706.jpg,picea_pungens
images/18707.jpg,zelkova_serrata
images/18708.jpg,chionanthus_virginicus
images/18709.jpg,diospyros_virginiana
images/18710.jpg,chionanthus_virginicus
images/18711.jpg,quercus_stellata
images/18712.jpg,larix_decidua
images/18713.jpg,larix_decidua
images/18714.jpg,magnolia_stellata
images/18715.jpg,cladrastis_lutea
images/18716.jpg,magnolia_grandiflora
images/18717.jpg,metasequoia_glyptostroboides
images/18718.jpg,quercus_cerris
images/18719.jpg,cedrus_atlantica
images/18720.jpg,maclura_pomifera
images/18721.jpg,salix_nigra
images/18722.jpg,cornus_kousa
images/18723.jpg,pinus_resinosa
images/18724.jpg,pinus_wallichiana
images/18725.jpg,quercus_montana
images/18726.jpg,quercus_acutissima
images/18727.jpg,ulmus_procera
images/18728.jpg,magnolia_macrophylla
images/18729.jpg,crataegus_laevigata
images/18730.jpg,prunus_virginiana
images/18731.jpg,catalpa_bignonioides
images/18732.jpg,quercus_muehlenbergii
images/18733.jpg,chionanthus_virginicus
images/18734.jpg,cercis_canadensis
images/18735.jpg,chionanthus_retusus
images/18736.jpg,pinus_wallichiana
images/18737.jpg,platanus_acerifolia
images/18738.jpg,larix_decidua
images/18739.jpg,pinus_nigra
images/18740.jpg,prunus_virginiana
images/18741.jpg,magnolia_grandiflora
images/18742.jpg,magnolia_grandiflora
images/18743.jpg,prunus_sargentii
images/18744.jpg,staphylea_trifolia
images/18745.jpg,carya_ovata
images/18746.jpg,ulmus_procera
images/18747.jpg,picea_orientalis
images/18748.jpg,liquidambar_styraciflua
images/18749.jpg,aesculus_pavi
images/18750.jpg,pinus_wallichiana
images/18751.jpg,aesculus_pavi
images/18752.jpg,larix_decidua
images/18753.jpg,ficus_carica
images/18754.jpg,cercis_canadensis
images/18755.jpg,magnolia_tripetala
images/18756.jpg,ulmus_parvifolia
images/18757.jpg,aesculus_pavi
images/18758.jpg,pinus_thunbergii
images/18759.jpg,abies_nordmanniana
images/18760.jpg,pinus_bungeana
images/18761.jpg,juniperus_virginiana
images/18762.jpg,pinus_bungeana
images/18763.jpg,maclura_pomifera
images/18764.jpg,quercus_nigra
images/18765.jpg,juglans_cinerea
images/18766.jpg,pinus_peucea
images/18767.jpg,picea_abies
images/18768.jpg,magnolia_grandiflora
images/18769.jpg,cryptomeria_japonica
images/18770.jpg,pinus_wallichiana
images/18771.jpg,ilex_opaca
images/18772.jpg,broussonettia_papyrifera
images/18773.jpg,magnolia_stellata
images/18774.jpg,gymnocladus_dioicus
images/18775.jpg,juglans_cinerea
images/18776.jpg,quercus_macrocarpa
images/18777.jpg,liriodendron_tulipifera
images/18778.jpg,magnolia_macrophylla
images/18779.jpg,liriodendron_tulipifera
images/18780.jpg,acer_platanoides
images/18781.jpg,pinus_peucea
images/18782.jpg,liriodendron_tulipifera
images/18783.jpg,pseudolarix_amabilis
images/18784.jpg,juglans_cinerea
images/18785.jpg,quercus_montana
images/18786.jpg,diospyros_virginiana
images/18787.jpg,malus_hupehensis
images/18788.jpg,quercus_marilandica
images/18789.jpg,cornus_florida
images/18790.jpg,morus_rubra
images/18791.jpg,ulmus_glabra
images/18792.jpg,pinus_parviflora
images/18793.jpg,juglans_cinerea
images/18794.jpg,liquidambar_styraciflua
images/18795.jpg,pinus_wallichiana
images/18796.jpg,quercus_coccinea
images/18797.jpg,pseudolarix_amabilis
images/18798.jpg,pinus_wallichiana
images/18799.jpg,quercus_cerris
images/18800.jpg,pinus_nigra
images/18801.jpg,liriodendron_tulipifera
images/18802.jpg,juglans_cinerea
images/18803.jpg,pseudolarix_amabilis
images/18804.jpg,quercus_velutina
images/18805.jpg,pseudolarix_amabilis
images/18806.jpg,quercus_shumardii
images/18807.jpg,abies_nordmanniana
images/18808.jpg,amelanchier_arborea
images/18809.jpg,salix_caroliniana
images/18810.jpg,malus_baccata
images/18811.jpg,zelkova_serrata
images/18812.jpg,magnolia_stellata
images/18813.jpg,juglans_cinerea
images/18814.jpg,acer_saccharum
images/18815.jpg,broussonettia_papyrifera
images/18816.jpg,tsuga_canadensis
images/18817.jpg,pinus_wallichiana
images/18818.jpg,quercus_acutissima
images/18819.jpg,larix_decidua
images/18820.jpg,quercus_robur
images/18821.jpg,acer_saccharinum
images/18822.jpg,acer_pensylvanicum
images/18823.jpg,pinus_peucea
images/18824.jpg,prunus_serotina
images/18825.jpg,sassafras_albidum
images/18826.jpg,pinus_koraiensis
images/18827.jpg,fraxinus_pennsylvanica
images/18828.jpg,gleditsia_triacanthos
images/18829.jpg,pinus_cembra
images/18830.jpg,juglans_cinerea
images/18831.jpg,acer_saccharinum
images/18832.jpg,cedrus_libani
images/18833.jpg,cedrus_libani
images/18834.jpg,magnolia_tripetala
images/18835.jpg,picea_abies
images/18836.jpg,gymnocladus_dioicus
images/18837.jpg,betula_jacqemontii
images/18838.jpg,juglans_cinerea
images/18839.jpg,magnolia_virginiana
images/18840.jpg,gymnocladus_dioicus
images/18841.jpg,quercus_shumardii
images/18842.jpg,metasequoia_glyptostroboides
images/18843.jpg,asimina_triloba
images/18844.jpg,pinus_wallichiana
images/18845.jpg,quercus_macrocarpa
images/18846.jpg,aesculus_flava
images/18847.jpg,cedrus_libani
images/18848.jpg,magnolia_grandiflora
images/18849.jpg,acer_saccharinum
images/18850.jpg,salix_caroliniana
images/18851.jpg,gleditsia_triacanthos
images/18852.jpg,prunus_virginiana
images/18853.jpg,acer_negundo
images/18854.jpg,acer_saccharum
images/18855.jpg,pinus_virginiana
images/18856.jpg,juglans_cinerea
images/18857.jpg,paulownia_tomentosa
images/18858.jpg,catalpa_bignonioides
images/18859.jpg,prunus_virginiana
images/18860.jpg,salix_babylonica
images/18861.jpg,fagus_grandifolia
images/18862.jpg,staphylea_trifolia
images/18863.jpg,carya_tomentosa
images/18864.jpg,celtis_tenuifolia
images/18865.jpg,pinus_parviflora
images/18866.jpg,juglans_cinerea
images/18867.jpg,quercus_muehlenbergii
images/18868.jpg,ulmus_procera
images/18869.jpg,juglans_cinerea
images/18870.jpg,sassafras_albidum
images/18871.jpg,quercus_nigra
images/18872.jpg,abies_nordmanniana
images/18873.jpg,crataegus_pruinosa
images/18874.jpg,quercus_shumardii
images/18875.jpg,carya_tomentosa
images/18876.jpg,pinus_peucea
images/18877.jpg,ptelea_trifoliata
images/18878.jpg,picea_abies
images/18879.jpg,ficus_carica
images/18880.jpg,picea_orientalis
images/18881.jpg,pinus_peucea
images/18882.jpg,pinus_peucea
images/18883.jpg,juglans_cinerea
images/18884.jpg,stewartia_pseudocamellia
images/18885.jpg,pinus_densiflora
images/18886.jpg,picea_abies
images/18887.jpg,pinus_parviflora
images/18888.jpg,salix_babylonica
images/18889.jpg,pinus_parviflora
images/18890.jpg,prunus_serotina
images/18891.jpg,eucommia_ulmoides
images/18892.jpg,ulmus_rubra
images/18893.jpg,juglans_cinerea
images/18894.jpg,cedrus_atlantica
images/18895.jpg,metasequoia_glyptostroboides
images/18896.jpg,juglans_cinerea
images/18897.jpg,quercus_muehlenbergii
images/18898.jpg,metasequoia_glyptostroboides
images/18899.jpg,catalpa_bignonioides
images/18900.jpg,castanea_dentata
images/18901.jpg,zelkova_serrata
images/18902.jpg,magnolia_macrophylla
images/18903.jpg,magnolia_acuminata
images/18904.jpg,pinus_resinosa
images/18905.jpg,pseudolarix_amabilis
images/18906.jpg,pseudolarix_amabilis
images/18907.jpg,amelanchier_arborea
images/18908.jpg,juglans_cinerea
images/18909.jpg,prunus_serotina
images/18910.jpg,juglans_cinerea
images/18911.jpg,albizia_julibrissin
images/18912.jpg,larix_decidua
images/18913.jpg,catalpa_bignonioides
images/18914.jpg,morus_alba
images/18915.jpg,prunus_virginiana
images/18916.jpg,catalpa_speciosa
images/18917.jpg,quercus_nigra
images/18918.jpg,quercus_velutina
images/18919.jpg,crataegus_laevigata
images/18920.jpg,pinus_wallichiana
images/18921.jpg,larix_decidua
images/18922.jpg,prunus_virginiana
images/18923.jpg,pseudolarix_amabilis
images/18924.jpg,ulmus_parvifolia
images/18925.jpg,amelanchier_laevis
images/18926.jpg,metasequoia_glyptostroboides
images/18927.jpg,pinus_echinata
images/18928.jpg,castanea_dentata
images/18929.jpg,liriodendron_tulipifera
images/18930.jpg,crataegus_laevigata
images/18931.jpg,koelreuteria_paniculata
images/18932.jpg,quercus_cerris
images/18933.jpg,cedrus_libani
images/18934.jpg,larix_decidua
images/18935.jpg,ulmus_procera
images/18936.jpg,taxodium_distichum
images/18937.jpg,prunus_virginiana
images/18938.jpg,magnolia_grandiflora
images/18939.jpg,pinus_resinosa
images/18940.jpg,prunus_virginiana
images/18941.jpg,ostrya_virginiana
images/18942.jpg,picea_orientalis
images/18943.jpg,pinus_wallichiana
images/18944.jpg,tilia_americana
images/18945.jpg,koelreuteria_paniculata
images/18946.jpg,zelkova_serrata
images/18947.jpg,populus_tremuloides
images/18948.jpg,juglans_cinerea
images/18949.jpg,magnolia_stellata
images/18950.jpg,acer_negundo
images/18951.jpg,betula_alleghaniensis
images/18952.jpg,pinus_peucea
images/18953.jpg,salix_nigra
images/18954.jpg,acer_campestre
images/18955.jpg,pinus_densiflora
images/18956.jpg,cornus_florida
images/18957.jpg,broussonettia_papyrifera
images/18958.jpg,acer_ginnala
images/18959.jpg,quercus_cerris
images/18960.jpg,picea_pungens
images/18961.jpg,cornus_mas
images/18962.jpg,pinus_densiflora
images/18963.jpg,magnolia_virginiana
images/18964.jpg,magnolia_grandiflora
images/18965.jpg,populus_grandidentata
images/18966.jpg,acer_saccharum
images/18967.jpg,koelreuteria_paniculata
images/18968.jpg,carya_ovata
images/18969.jpg,magnolia_grandiflora
images/18970.jpg,prunus_virginiana
images/18971.jpg,robinia_pseudo-acacia
images/18972.jpg,catalpa_bignonioides
images/18973.jpg,liriodendron_tulipifera
images/18974.jpg,liriodendron_tulipifera
images/18975.jpg,juglans_cinerea
images/18976.jpg,ulmus_parvifolia
images/18977.jpg,metasequoia_glyptostroboides
images/18978.jpg,pyrus_calleryana
images/18979.jpg,chamaecyparis_pisifera
images/18980.jpg,pinus_wallichiana
images/18981.jpg,malus_baccata
images/18982.jpg,magnolia_tripetala
images/18983.jpg,halesia_tetraptera
images/18984.jpg,pinus_flexilis
images/18985.jpg,malus_baccata
images/18986.jpg,pinus_parviflora
images/18987.jpg,ulmus_parvifolia
images/18988.jpg,larix_decidua
images/18989.jpg,staphylea_trifolia
images/18990.jpg,pinus_bungeana
images/18991.jpg,prunus_virginiana
images/18992.jpg,prunus_serotina
images/18993.jpg,fraxinus_nigra
images/18994.jpg,pyrus_calleryana
images/18995.jpg,juglans_cinerea
images/18996.jpg,carya_glabra
images/18997.jpg,cedrus_libani
images/18998.jpg,juniperus_virginiana
images/18999.jpg,quercus_macrocarpa
images/19000.jpg,platanus_acerifolia
images/19001.jpg,magnolia_grandiflora
images/19002.jpg,ulmus_parvifolia
images/19003.jpg,crataegus_laevigata
images/19004.jpg,juniperus_virginiana
images/19005.jpg,ptelea_trifoliata
images/19006.jpg,quercus_muehlenbergii
images/19007.jpg,aesculus_flava
images/19008.jpg,prunus_virginiana
images/19009.jpg,quercus_robur
images/19010.jpg,cedrus_atlantica
images/19011.jpg,larix_decidua
images/19012.jpg,aesculus_flava
images/19013.jpg,amelanchier_arborea
images/19014.jpg,liriodendron_tulipifera
images/19015.jpg,magnolia_macrophylla
images/19016.jpg,quercus_virginiana
images/19017.jpg,larix_decidua
images/19018.jpg,cornus_florida
images/19019.jpg,magnolia_grandiflora
images/19020.jpg,evodia_daniellii
images/19021.jpg,chionanthus_retusus
images/19022.jpg,catalpa_speciosa
images/19023.jpg,juglans_cinerea
images/19024.jpg,pinus_sylvestris
images/19025.jpg,quercus_imbricaria
images/19026.jpg,magnolia_macrophylla
images/19027.jpg,larix_decidua
images/19028.jpg,quercus_acutissima
images/19029.jpg,zelkova_serrata
images/19030.jpg,cryptomeria_japonica
images/19031.jpg,juniperus_virginiana
images/19032.jpg,zelkova_serrata
images/19033.jpg,crataegus_laevigata
images/19034.jpg,magnolia_acuminata
images/19035.jpg,pseudolarix_amabilis
images/19036.jpg,broussonettia_papyrifera
images/19037.jpg,abies_nordmanniana
images/19038.jpg,castanea_dentata
images/19039.jpg,picea_abies
images/19040.jpg,larix_decidua
images/19041.jpg,pseudolarix_amabilis
images/19042.jpg,staphylea_trifolia
images/19043.jpg,acer_pensylvanicum
images/19044.jpg,asimina_triloba
images/19045.jpg,prunus_virginiana
images/19046.jpg,castanea_dentata
images/19047.jpg,picea_orientalis
images/19048.jpg,pinus_thunbergii
images/19049.jpg,quercus_robur
images/19050.jpg,carpinus_betulus
images/19051.jpg,pseudolarix_amabilis
images/19052.jpg,amelanchier_canadensis
images/19053.jpg,pyrus_calleryana
images/19054.jpg,aesculus_pavi
images/19055.jpg,cornus_kousa
images/19056.jpg,acer_rubrum
images/19057.jpg,eucommia_ulmoides
images/19058.jpg,aesculus_flava
images/19059.jpg,malus_pumila
images/19060.jpg,ulmus_glabra
images/19061.jpg,acer_ginnala
images/19062.jpg,tilia_tomentosa
images/19063.jpg,aesculus_flava
images/19064.jpg,chionanthus_virginicus
images/19065.jpg,crataegus_crus-galli
images/19066.jpg,taxodium_distichum
images/19067.jpg,liriodendron_tulipifera
images/19068.jpg,prunus_virginiana
images/19069.jpg,pinus_rigida
images/19070.jpg,picea_abies
images/19071.jpg,quercus_montana
images/19072.jpg,quercus_robur
images/19073.jpg,diospyros_virginiana
images/19074.jpg,pinus_peucea
images/19075.jpg,salix_caroliniana
images/19076.jpg,juglans_cinerea
images/19077.jpg,larix_decidua
images/19078.jpg,aesculus_glabra
images/19079.jpg,quercus_velutina
images/19080.jpg,crataegus_phaenopyrum
images/19081.jpg,larix_decidua
images/19082.jpg,pinus_flexilis
images/19083.jpg,quercus_bicolor
images/19084.jpg,prunus_virginiana
images/19085.jpg,juglans_cinerea
images/19086.jpg,ptelea_trifoliata
images/19087.jpg,magnolia_macrophylla
images/19088.jpg,acer_saccharum
images/19089.jpg,cedrus_atlantica
images/19090.jpg,quercus_nigra
images/19091.jpg,platanus_acerifolia
images/19092.jpg,larix_decidua
images/19093.jpg,castanea_dentata
images/19094.jpg,liriodendron_tulipifera
images/19095.jpg,magnolia_macrophylla
images/19096.jpg,pinus_bungeana
images/19097.jpg,magnolia_grandiflora
images/19098.jpg,platanus_occidentalis
images/19099.jpg,juglans_cinerea
images/19100.jpg,quercus_muehlenbergii
images/19101.jpg,picea_orientalis
images/19102.jpg,malus_pumila
images/19103.jpg,pseudolarix_amabilis
images/19104.jpg,picea_abies
images/19105.jpg,pinus_wallichiana
images/19106.jpg,acer_rubrum
images/19107.jpg,catalpa_bignonioides
images/19108.jpg,ulmus_pumila
images/19109.jpg,magnolia_grandiflora
images/19110.jpg,acer_saccharum
images/19111.jpg,ulmus_parvifolia
images/19112.jpg,chionanthus_retusus
images/19113.jpg,chamaecyparis_pisifera
images/19114.jpg,quercus_bicolor
